V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,Class
-0.4592802945897458,1.2337117822109518,-0.4922548356160586,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,-0.7311947026851607,-0.5759493726431794,0.2912401739717333,0.6823635691842478,-0.45378591977069194,-0.9903027371404747,-0.64473322671581,0.6278190323987858,-0.4964745009644532,0.5387449250942578,0.19288609433673284,0.38762102908590995,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,-1.227951874021919,-0.2694381578815331,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,-0.6051172119757127,0.3156912898018371,-0.1597385470141353,1.006598883513284,-0.03648546528256829,-0.19455306654654547,-0.5730919371458328,-0.5698963322342495,-0.7624388364903019,-0.4191326208409983,0.8687502147159609,-0.6386656592486082,-0.5587040613617876,-0.15815473403170965,-0.3345837881307529,
-0.8660242842275162,0.3901601031068559,0.20366322344583998,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,-0.7311947026851607,-0.7508846026965644,-0.7039286795996955,-1.0065362912013978,0.17665904530990725,0.24423249714602283,-0.8448027279153978,-0.619605946319438,-0.9139864429756113,-0.8032148883230178,0.08135152074109199,0.06989475985783755,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,1.16141705552998,-0.07993332017152148,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,-0.42359358901328636,0.8812171054929389,-0.1597385470141353,-0.7186238034959702,-0.7983864138110579,-0.19455306654654547,-0.5730919371458328,-0.12861880525653704,0.8323526827112219,0.22590999177412283,-0.21631319884503472,1.22328189310312,-0.03125558722872193,-0.15815473403170965,-0.3345837881307529,1
0.16562638039919328,-0.8138598297036652,-0.4922548356160586,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,0.164492277091727,0.9438004384456018,-0.7039286795996955,-1.0065362912013978,-0.45378591977069194,0.24423249714602283,-0.46689367009395416,-1.7224575685298062,-0.05522802995007855,-0.8032148883230178,-0.9893803857770839,-0.6361636162045543,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,0.6397207827020542,0.2990763552485017,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,0.4087586333510012,-0.026110027374103523,-0.1597385470141353,-0.7186238034959702,-0.7554291732186833,-0.19455306654654547,-0.5730919371458328,-0.5698963322342495,-0.7624388364903019,-0.2519753142332644,-1.3142175995487633,-0.6386656592486082,-0.4315006659103411,-0.15815473403170965,-0.3345837881307529,1
-0.5461756014669054,0.8746426642810873,-0.4922548356160586,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,-0.7311947026851607,-0.7508846026965644,0.7888246007574478,0.1193969490556993,-0.45378591977069194,-0.01944151236752263,-0.9268825232793313,0.19665778334438433,-0.6140683037531255,-0.3558949505172593,-0.32017294420322395,0.5288327042983884,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,-0.8940662594120465,-0.2694381578815331,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,-0.7467941859951662,-0.47355902440442577,-0.1597385470141353,0.13172173738772638,-0.1450587107358227,-0.19455306654654547,-0.5730919371458328,-0.5698963322342495,-0.7624388364903019,-0.5268106404349379,0.11755246686604108,-0.6386656592486082,-0.7888044709682245,-0.15815473403170965,-0.3345837881307529,1
0.43370764629681585,-0.8476934766641127,0.20366322344583998,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,0.164492277091727,1.0968687647423134,-0.2063442528139811,-0.44356967107284917,-0.45378591977069194,0.24423249714602283,0.6309235928986553,-0.18460646656128823,0.4226990767965433,0.09142498728849922,-0.4763213472371246,-0.7773752914170327,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,0.5875511554192605,0.1095715175384901,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,0.5460082019323473,0.017391958448288915,-0.1597385470141353,-0.7186238034959702,-0.2286129039759359,-0.19455306654654547,-0.5730919371458328,-0.5698963322342495,-0.7624388364903019,-0.2119806212412297,-0.7652653991968987,-0.6386656592486082,0.23206354348286914,-0.15815473403170965,0.17606488670171624,
-1.030570716399159,0.5901093249934118,0.20366322344583998,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,-0.7311947026851607,-1.0460878034116514,-0.2063442528139811,0.1193969490556993,-0.45378591977069194,-0.7536722157821646,-0.8653226767563812,0.14420196372648988,-1.2505852179303423,-0.5795549194201386,0.9959350242253647,0.5288327042983884,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,-0.6749538248243189,-0.2694381578815331,-0.19851666679418606,2.421113094815312,-0.16192528323261018,-1.3666309473302745,-1.6170397945930268,-0.1597385470141353,0.0813234735575082,-0.28101129634685423,-0.19455306654654547,-0.5730919371458328,-0.5698963322342495,-0.7624388364903019,-0.08994553236809893,1.1945902634628276,-0.6386656592486082,-0.34804875679251374,-0.15815473403170965,0.17606488670171624,
-0.22632691870629457,-0.9074747325716709,-0.4922548356160586,3.843224389173503,2.550301410276636,-0.27713523862271155,0.6123357669801709,1.020334601593958,-0.7039286795996955,-1.0065362912013978,2.698438905632304,0.24423249714602283,0.3077343986531674,-1.0558848363121707,0.2921591672788443,-0.8032148883230178,-0.40940060307973863,-0.35374026577959755,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,0.48321190085367527,0.1095715175384901,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,0.11212246899777185,0.017391958448288915,-0.1597385470141353,-0.7186238034959702,0.4620073486245476,-0.19455306654654547,1.3984689118395595,2.9603238835874497,0.8323526827112219,-0.1955725420650104,-0.5646249750916851,2.1542556692789843,0.0619188744076876,-0.15815473403170965,-0.3345837881307529,1
-0.2337222639724367,-2.8621946065873147,-0.4922548356160586,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,-0.7311947026851607,-0.3026130756847655,0.7888246007574478,5.749063150341184,-0.45378591977069194,-1.0619679807518485,2.7085684130482206,-0.21019467125294414,1.8856091371767252,4.340964396443205,-0.5209351766753819,0.21110643507031593,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,-0.6853877502808762,0.8675908683785365,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,1.170272368705564,0.017391958448288915,-0.1597385470141353,2.4854207872598995,3.9769481557764275,-0.19455306654654547,-0.5730919371458328,-0.5698963322342495,-0.7624388364903019,-0.3309391952688197,-0.8888599004457106,-0.6386656592486082,1.0041962560002435,-0.15815473403170965,-0.3345837881307529,1
0.4226146283976035,-1.2912195178335915,-0.4922548356160586,-0.16132052991592483,-0.4063667082308926,-0.27713523862271155,-0.7311947026851607,0.9438004384456018,-0.7039286795996955,-1.0065362912013978,-0.45378591977069194,0.24423249714602283,-0.4497937127264676,-1.7224575685298062,0.3989645477933267,-0.8032148883230178,-0.9893803857770839,-0.6361636162045543,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,1.16141705552998,0.8675908683785365,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,1.3606508025442032,0.03603566665788567,-0.1597385470141353,-0.7186238034959702,-0.8191569477238544,6.244771959543038,-0.5730919371458328,-0.5698963322342495,-0.7624388364903019,-0.27658743299759336,-1.4747299388329345,-0.6386656592486082,-0.43393130403998664,-0.15815473403170965,-0.3345837881307529,1
-0.6608034530920959,1.6969529184137748,-0.4922548356160586,3.843224389173503,-0.4063667082308926,-0.27713523862271155,-0.7311947026851607,-3.0359760452689044,-0.7039286795996955,0.1193969490556993,-0.45378591977069194,-0.65090696079227,-0.8772926469136209,0.041849144959866295,-0.7467658977256652,-0.3558949505172593,1.8882116129905113,3.1059457769261223,-0.0914505435281224,-0.2412725234933958,-0.12780341992514982,-1.7183463704801683,-0.2694381578815331,-0.19851666679418606,-0.4130331631931809,-0.16192528323261018,-0.932745214395698,1.0800833263953042,-0.1597385470141353,0.8306221642783006,-0.2427746316437516,-0.19455306654654547,-0.5730919371458328,-0.12861880525653704,2.427144201912746,-0.21915915588082577,2.5926527386279563,3.085229445454848,-0.37478577621861486,-0.15815473403170965,-0.3345837881307529,1
